Category_ID,Visitors,Reg Customers,Purchasing Customers,Regd Purchasing Customers,Repeat customers,Sales,Valid Transactions,Packet Size
8,853,597,445,312,93,189892,452,420.1150442
8,467,140,0,0,0,0,0,0
8,1458,1115,913,785,345,518744,1239,418.6795803
8,1249,991,875,648,194,490266,1239,395.6949153
8,1214,921,773,688,248,321570,1456,220.8585165
8,1419,1106,954,897,359,870684,1032,843.6860465
8,1397,1016,724,644,193,649637,1108,586.3149819
8,921,589,445,312,137,379798,828,458.6932367
8,487,241,0,0,0,0,0,0
8,1325,1053,812,585,228,487616,1504,324.212766
8,1399,1054,766,674,384,420048,788,533.0558376
8,1335,963,684,561,337,446208,1304,342.1840491
8,1432,1056,796,565,333,512551,1362,376.3223201
8,1008,771,620,484,247,485884,1085,447.8193548
8,958,598,418,326,140,294462,424,694.4858491
8,335,102,0,0,0,0,0,0
8,1490,1110,966,763,404,494967,1211,408.7258464
8,1305,996,853,827,256,352800,1432,246.3687151
8,1198,945,839,688,213,564550,1101,512.7611262
8,1430,1190,956,918,312,1055930,1802,585.9766926
8,1389,1085,812,812,414,542298,1565,346.5162939
8,1075,781,542,504,207,181872,761,238.9908016
8,544,178,0,0,0,0,0,0
8,1567,1181,1043,949,560,819300,1773,462.0981387
8,1369,1131,871,758,333,838530,1596,525.3947368
8,1189,977,751,736,434,382704,1258,304.2162162
8,1419,1041,896,753,233,799615,1645,486.0881459
8,1429,1037,879,853,512,611092,966,632.6004141
8,1282,900,660,548,219,647348,978,661.9100204
8,332,121,0,0,0,0,0,0
8,1223,1023,792,586,240,363156,1298,279.7812018
8,1427,1040,798,750,450,587337,1175,499.8612766
8,1145,824,662,622,348,265503,822,322.9963504
8,1358,1053,808,679,339,473928,1199,395.2693912
8,1197,871,590,454,154,210336,652,322.601227
8,966,663,509,417,171,133710,557,240.05386
8,469,224,0,0,0,0,0,0
8,1588,1237,1014,913,429,394416,1871,210.8049172
8,1302,1098,925,740,274,744900,1665,447.3873874
8,1209,967,828,588,182,919302,920,999.2413043
8,1611,1238,1021,756,272,873776,1968,443.9918699
8,1294,916,775,659,204,317383,1526,207.9836173
8,946,642,487,468,271,329764,528,624.5530303
8,407,187,0,0,0,0,0,0
8,1292,933,810,802,457,565344,1034,546.754352
8,1402,1172,928,650,266,780276,1227,635.9217604
8,1010,624,401,285,91,239232,640,373.8
8,546,234,0,0,0,0,0,0
8,604,204,0,0,0,0,0,0
8,1005,640,502,437,205,239778,802,298.9750623
8,606,230,0,0,0,0,0,0
8,1239,950,799,567,295,418074,815,512.9742331
8,1238,885,759,539,189,297298,1224,242.8905229
8,750,497,394,347,142,142175,753,188.811421
9,500,219,0,0,0,0,0,0
9,895,670,529,423,199,480310,875,548.9257143
9,1053,841,545,507,208,284538,737,386.0759837
9,1013,769,552,403,197,314665,683,460.7101025
9,520,256,0,0,0,0,0,0
9,1319,1070,798,758,364,872960,1451,601.6264645
9,1227,862,684,561,308,429576,725,592.5186207
9,978,745,585,410,197,218460,1041,209.8559078
9,857,626,498,468,150,427785,683,626.3323572
9,1140,781,601,439,197,214720,1153,186.2272333
9,1004,674,510,454,195,200702,517,388.205029
9,500,266,0,0,0,0,0,0
9,1032,774,573,453,195,378252,655,577.4839695
9,1001,668,505,500,285,469620,867,541.6608997
9,899,616,473,388,198,497490,508,979.3110236
9,955,733,496,347,122,199588,574,347.7142857
9,1143,822,536,456,169,688576,899,765.9354839
9,1143,779,542,379,224,342608,825,415.2824242
9,453,196,0,0,0,0,0,0
9,1199,999,766,590,177,844359,776,1088.091495
9,1033,760,603,494,153,613453,814,753.6277641
9,1126,853,560,398,183,237728,761,312.3889619
9,1061,668,520,515,242,493000,808,610.1485149
9,1233,838,574,534,288,656593,673,975.6210996
9,887,658,554,438,140,536759,1055,508.7763033
9,386,117,0,0,0,0,0,0
9,830,626,501,376,162,331175,713,464.4810659
9,1098,774,487,365,172,241852,652,370.9386503
9,924,567,453,381,141,370251,470,787.7680851
9,1126,735,469,417,234,404637,904,447.6073009
9,1032,830,576,559,268,302175,743,406.6958277
9,1162,806,529,376,225,395040,938,421.1513859
9,458,187,0,0,0,0,0,0
9,1340,1122,835,735,434,1043308,1298,803.7812018
9,1337,959,676,500,280,551812,1019,541.5230618
9,1155,902,643,630,290,383214,732,523.5163934
9,1116,860,596,441,150,728832,671,1086.187779
9,1026,654,512,435,131,285525,534,534.6910112
9,1058,686,544,397,163,681751,661,1031.393343
9,354,152,0,0,0,0,0,0
9,1120,732,573,447,201,324720,939,345.8146965
9,1157,808,519,472,227,308111,952,323.6460084
9,1112,739,499,379,190,608400,881,690.5788876
9,950,743,501,381,202,432945,807,536.4869888
9,1056,778,542,444,222,289484,556,520.6546763
9,1166,795,525,415,141,507620,647,784.5749614
9,428,148,0,0,0,0,0,0
9,1182,972,791,728,226,1024645,1333,768.675919
9,1048,795,651,540,292,283531,652,434.8634969
9,1231,836,560,487,219,489450,675,725.1111111
9,1106,777,568,534,288,594605,1118,531.8470483
9,1090,768,582,437,135,491337,1072,458.3367537
9,1056,821,571,434,130,356902,660,540.7606061
9,533,199,0,0,0,0,0,0
9,1015,807,568,517,253,423360,1026,412.6315789
9,872,650,511,496,188,431552,734,587.9455041
9,1077,718,527,490,211,596462,1043,571.8715244
9,942,732,555,544,234,194718,955,203.8931937
9,1162,800,559,391,192,399936,636,628.8301887
9,1121,857,614,485,213,629083,1124,559.6823843
9,329,101,0,0,0,0,0,0
9,1263,1000,743,624,318,1094344,1258,869.9077901
9,1154,888,722,693,326,482325,872,553.125
9,1216,842,640,570,290,813126,1182,687.9238579
9,1144,748,620,614,331,785220,751,1045.565912
9,946,728,619,557,290,261612,670,390.4656716
9,964,654,511,455,236,335110,930,360.3333333
9,484,168,0,0,0,0,0,0
9,1215,841,571,400,168,471000,1057,445.6007569
9,915,656,537,489,176,291818,557,523.9102334
9,1085,686,479,383,226,287979,902,319.267184
9,982,730,539,480,254,576746,992,581.3971774
9,1231,836,568,540,227,538830,1083,497.534626
9,926,693,557,395,142,693498,605,1146.277686
9,560,180,0,0,0,0,0,0
9,1416,1033,772,664,285,440016,1541,285.5392602
9,1101,808,630,592,261,346860,1149,301.8798956
9,955,728,613,539,318,256000,831,308.0625752
9,1143,743,541,498,269,259336,665,389.9789474
9,1084,742,512,358,136,417209,684,609.9546784
9,1049,743,534,465,195,623808,840,742.6285714
9,330,101,0,0,0,0,0,0
9,1105,708,538,430,224,441252,724,609.4640884
9,797,585,481,423,199,537240,873,615.395189
9,992,616,453,403,181,316589,530,597.3377358
9,1028,656,484,431,181,251432,605,415.5900826
9,1047,819,522,412,161,485280,692,701.2716763
9,980,766,483,430,133,227986,571,399.2749562
9,570,290,0,0,0,0,0,0
9,1142,878,745,559,318,611325,1143,534.8425197
9,1160,783,607,546,268,622224,931,668.33942
9,1055,804,581,575,339,520676,759,686.002635
9,1091,715,577,462,212,374479,652,574.3542945
9,998,786,620,521,172,462280,746,619.6782842
9,1048,666,513,410,193,461692,717,643.9218968
9,403,139,0,0,0,0,0,0
9,1018,814,624,568,324,756336,1231,614.4077985
9,917,708,508,396,238,292809,570,513.7
9,1053,679,519,519,301,269108,759,354.5559947
9,1013,644,543,407,151,611838,745,821.2590604
9,1057,660,517,512,179,287578,923,311.5687974
9,981,775,539,426,213,395868,903,438.3920266
9,380,114,0,0,0,0,0,0
9,1346,1004,753,625,262,301661,1305,231.1578544
9,1143,832,669,535,316,931616,811,1148.725031
9,1090,786,627,477,253,249725,702,355.7336182
9,1225,1002,775,736,331,328398,1271,258.3776554
9,645,259,0,0,0,0,0,0
9,1261,909,646,472,160,399330,1286,310.5209953
9,422,189,0,0,0,0,0,0
9,638,271,0,0,0,0,0,0
9,998,733,549,428,184,637767,871,732.2238806
9,1001,678,454,422,198,290619,848,342.7110849
9,1088,753,453,349,115,162610,900,180.6777778
9,1091,703,486,384,169,257544,509,505.9803536
9,1013,798,545,469,211,674610,787,857.1918679
9,609,211,0,0,0,0,0,0
9,1237,937,687,508,234,620860,912,680.7675439
9,1012,756,646,640,269,495936,1142,434.2697023
9,1232,872,671,570,188,757764,889,852.3779528
9,561,195,0,0,0,0,0,0
9,1249,985,774,751,278,315140,1211,260.2312139
9,1195,795,571,485,277,316675,997,317.6278837
9,497,232,0,0,0,0,0,0
9,1325,1082,782,673,330,456974,1332,343.0735736
9,1213,870,637,535,257,426184,817,521.6450428
9,1144,815,579,515,227,538054,1089,494.0808081
9,1147,815,572,469,244,683100,1079,633.0861909
9,1231,887,598,550,242,524004,629,833.0747218
9,1117,811,529,481,265,554412,608,911.8618421
9,616,233,0,0,0,0,0,0
9,1063,674,561,544,185,355652,846,420.392435
9,928,650,520,432,199,572188,635,901.0834646
9,986,714,448,363,120,481845,630,764.8333333
9,1089,766,538,527,232,452000,1034,437.1373308
9,1024,736,530,461,258,336748,552,610.0507246
9,956,709,488,346,173,255984,533,480.2701689
9,398,144,0,0,0,0,0,0
9,1274,922,712,662,351,907042,741,1224.078273
9,952,711,575,426,196,498760,1042,478.6564299
9,935,728,544,403,217,605052,1065,568.1239437
9,1035,832,535,391,230,239809,881,272.2009081
9,1087,715,577,577,225,596288,1116,534.3082437
9,1058,729,578,543,255,261120,1062,245.8757062
9,509,135,0,0,0,0,0,0
9,1018,680,495,361,145,302220,833,362.8091236
9,1074,748,543,424,144,241480,937,257.7161153
9,1028,792,561,482,188,445215,728,611.5590659
9,465,170,0,0,0,0,0,0
9,1235,962,705,529,264,787848,920,856.3565217
9,1084,729,570,570,211,631512,1105,571.5040724
9,570,297,0,0,0,0,0,0
9,1344,1005,853,699,329,559936,1396,401.1002865
9,1275,937,678,576,248,789600,1055,748.436019
9,1098,732,632,518,233,265676,635,418.3874016
9,1147,773,579,521,234,481864,1123,429.0863758
9,1346,955,679,536,290,949144,710,1336.822535
9,1161,786,633,500,185,627638,1131,554.9407604
9,450,240,0,0,0,0,0,0
9,466,103,0,0,0,0,0,0
9,1040,828,634,514,267,589645,1019,578.6506379
9,1062,746,554,438,136,350436,607,577.324547
9,1095,815,561,494,222,200480,1098,182.5865209
9,1155,831,566,441,194,272340,871,312.6750861
9,1157,771,587,564,186,709512,1116,635.7634409
9,563,166,0,0,0,0,0,0
9,1244,972,685,623,243,782913,1351,579.5062916
9,1106,777,644,509,295,341628,979,348.9560776
9,1161,783,659,573,264,590140,1273,463.5820896
9,427,212,0,0,0,0,0,0
9,1357,1073,812,715,372,683928,1507,453.8341075
9,1034,772,547,394,217,541044,574,942.5853659
9,429,211,0,0,0,0,0,0
9,1088,878,591,579,191,682972,1008,677.5515873
9,1109,769,494,484,281,417060,961,433.9854318
9,1033,652,486,471,250,302621,814,371.7702703
9,1012,725,464,404,182,501165,744,673.608871
9,1160,859,560,398,139,589560,573,1028.900524
9,1104,779,556,389,226,264966,609,435.0837438
9,547,298,0,0,0,0,0,0
9,1427,1058,888,746,433,1264830,1369,923.907962
9,1234,981,737,597,340,291357,888,328.1047297
9,990,771,631,536,231,451500,858,526.2237762
9,1097,799,625,594,303,420261,977,430.1545548
9,934,668,534,390,207,736690,629,1171.208267
9,981,762,568,460,221,636600,1062,599.4350282
9,566,174,0,0,0,0,0,0
9,1160,921,625,544,234,802720,906,886.004415
9,864,491,386,374,112,305480,502,608.5258964
9,1011,738,475,423,199,221320,540,409.8518519
9,929,648,539,474,199,225112,915,246.0240437
9,911,650,539,426,217,224835,733,306.7326057
9,1022,813,582,425,200,562144,1052,534.3574144
9,478,222,0,0,0,0,0,0
9,1008,808,641,577,225,793476,745,1065.068456
9,1164,810,697,676,277,423948,1231,344.3931763
9,1158,827,623,480,225,626704,740,846.8972973
9,1136,889,619,594,309,552321,1139,484.9174715
9,1086,758,618,606,254,364728,1107,329.4742547
9,959,696,520,395,221,659280,706,933.8243626
9,425,129,0,0,0,0,0,0
9,1004,770,508,417,142,308502,689,447.7532656
9,1077,802,534,406,187,263208,915,287.6590164
9,1051,652,507,365,208,568512,750,758.016
9,958,717,526,494,247,273870,804,340.6343284
9,1120,807,518,378,170,496896,976,509.1147541
9,924,724,488,478,148,472052,698,676.2922636
9,500,180,0,0,0,0,0,0
9,1164,798,620,434,169,652520,631,1034.104596
9,858,645,466,424,208,213200,489,435.99182
9,1132,820,576,513,251,798114,713,1119.374474
9,1229,928,645,516,217,833952,690,1208.626087
9,1251,911,693,603,289,598104,948,630.9113924
9,1216,819,558,480,264,498640,1073,464.7157502
9,497,245,0,0,0,0,0,0
9,1265,954,777,746,425,321952,1052,306.0380228
9,1186,823,628,458,151,431404,875,493.0331429
9,1054,761,585,450,248,499204,661,755.225416
9,1231,851,604,586,223,634500,1117,568.0393912
9,1053,799,574,448,242,445760,966,461.4492754
9,1086,735,528,396,202,317668,674,471.3175074
9,494,148,0,0,0,0,0,0
9,1242,909,621,609,183,274383,1133,242.1738747
9,967,622,462,430,133,491100,798,615.4135338
9,897,688,556,489,269,292189,664,440.0436747
9,1165,765,492,477,148,347840,904,384.7787611
9,1009,733,547,459,234,482664,606,796.4752475
9,1207,830,571,537,225,573939,1004,571.6523904
9,557,263,0,0,0,0,0,0
9,1204,918,783,744,290,1059410,877,1207.993158
9,1156,910,728,619,192,853900,1309,652.3300229
9,1117,867,682,525,189,602604,1021,590.2095984
9,940,720,583,536,177,266560,649,410.7241911
9,1209,862,613,576,219,801780,773,1037.231565
9,999,693,503,407,191,320712,870,368.6344828
9,502,225,0,0,0,0,0,0
9,1112,833,592,444,209,693332,736,942.0271739
9,1069,800,539,431,198,304080,1043,291.5436242
9,883,580,448,349,147,160020,460,347.8695652
9,1105,819,549,483,261,209391,965,216.9854922
9,1094,770,577,514,272,432894,827,523.4510278
9,999,736,576,432,199,607296,663,915.9819005
9,482,202,0,0,0,0,0,0
9,1351,951,817,727,393,346302,1100,314.82
9,1114,806,688,516,273,797525,1209,659.6567411
9,1105,791,658,599,228,471900,1047,450.7163324
9,1090,716,601,559,257,794612,1034,768.483559
9,1171,790,651,553,183,829464,1232,673.2662338
9,1041,699,549,544,174,380292,984,386.4756098
9,619,256,0,0,0,0,0,0
9,1022,710,577,496,228,321604,1079,298.0574606
9,1040,740,537,424,191,203892,850,239.8729412
9,1184,790,496,347,153,208444,702,296.9287749
9,1003,726,502,392,133,391552,861,454.7642276
9,1076,780,543,402,225,248248,566,438.6007067
9,1068,745,552,408,151,251560,735,342.2585034
9,599,238,0,0,0,0,0,0
9,1256,1040,800,592,290,1142040,1107,1031.653117
9,1123,851,646,497,159,645099,691,933.5730825
9,933,712,555,438,241,381424,901,423.3340733
9,1059,844,576,415,212,695520,648,1073.333333
9,1229,842,643,637,350,411320,1141,360.4907975
9,1211,833,539,453,154,196180,855,229.4502924
9,470,166,0,0,0,0,0,0
9,1072,763,550,418,217,302346,1051,287.6745956
9,1084,716,524,498,224,416326,632,658.7436709
9,1050,672,500,460,262,467376,695,672.4834532
9,869,613,496,362,174,564300,556,1014.928058
9,1037,825,574,453,141,269685,1051,256.5984776
9,939,695,540,524,257,492414,1045,471.2095694
9,457,187,0,0,0,0,0,0
9,1274,951,700,616,326,458592,1156,396.7058824
9,1083,864,730,584,269,537106,816,658.2181373
9,1100,877,688,681,347,772984,1237,624.8860146
9,1074,813,705,606,206,587312,770,762.7428571
9,651,273,0,0,0,0,0,0
9,990,741,621,491,280,713146,934,763.5396146
9,389,113,0,0,0,0,0,0
9,1296,1063,792,594,291,526608,1290,408.2232558
9,1226,924,627,464,172,455590,1053,432.6590693
9,1167,870,596,548,247,541575,731,740.8686731
9,1201,822,626,526,310,556752,1236,450.4466019
9,1091,841,665,618,359,302800,836,362.2009569
9,1051,803,537,419,230,446100,928,480.7112069
9,542,149,0,0,0,0,0,0
9,1130,749,564,417,250,588300,610,964.4262295
9,983,735,524,435,217,272580,928,293.7284483
9,1103,726,528,470,216,489398,994,492.3521127
9,1022,670,455,419,138,281808,508,554.7401575
9,1053,803,586,527,190,720980,926,778.5961123
9,886,671,527,406,243,619696,733,845.4242838
9,495,282,0,0,0,0,0,0
9,1280,1067,795,700,280,907122,1583,573.0397979
9,1153,804,588,512,169,509321,959,531.0959333
9,1087,866,619,489,215,262626,715,367.3090909
9,1181,825,591,591,260,596242,1108,538.1245487
9,1215,894,609,536,204,522956,1004,520.87251
9,1136,816,541,384,169,352171,1025,343.5814634
9,544,300,0,0,0,0,0,0
9,1075,832,606,430,159,355264,970,366.2515464
9,1216,833,533,458,266,253056,735,344.2938776
9,907,703,513,431,254,275135,682,403.4237537
9,1147,821,597,513,246,645638,889,726.2519685
9,1222,966,763,603,241,771236,1220,632.1606557
9,565,261,0,0,0,0,0,0
9,427,128,0,0,0,0,0,0
9,1492,1095,894,662,238,404670,1505,268.8837209
9,1099,826,695,660,363,1008192,1038,971.283237
9,1018,805,700,567,204,907390,1031,880.1066925
9,1176,840,667,494,257,319791,1069,299.1496726
9,1143,901,652,548,219,266976,751,355.494008
9,1111,810,633,456,214,529589,664,797.5737952
9,600,277,0,0,0,0,0,0
9,1317,941,736,589,342,629832,1467,429.3333333
9,937,704,603,446,174,504216,992,508.2822581
9,933,712,587,464,176,216256,1030,209.9572816
9,1007,750,625,544,277,802413,1019,787.451423
9,1112,858,660,541,249,765900,1068,717.1348315
9,1065,848,570,513,226,212190,653,324.9464012
9,554,155,0,0,0,0,0,0
9,1087,760,616,579,266,451432,842,536.1425178
9,1113,839,579,434,161,536529,590,909.3711864
9,966,684,584,438,223,525632,733,717.0968622
9,977,653,520,510,194,300294,1021,294.1175318
9,1065,832,596,524,168,508720,1064,478.1203008
9,954,735,606,576,173,277998,830,334.9373494
9,574,225,0,0,0,0,0,0
9,1152,952,800,696,292,386529,1545,250.1805825
9,1260,972,678,671,369,507474,1161,437.1007752
9,1197,886,587,575,334,766548,672,1140.696429
9,1157,853,666,526,184,505296,1165,433.7304721
9,1384,1035,740,703,239,369920,1158,319.447323
9,1158,927,716,580,273,427512,1074,398.0558659
9,556,244,0,0,0,0,0,0
9,1327,984,800,704,408,1248210,1473,847.3930754
9,1163,855,684,554,227,452412,811,557.8446363
9,1084,854,633,633,190,786285,978,803.9723926
9,1057,805,637,548,164,728175,1245,584.8795181
9,1317,994,723,557,267,918736,1111,826.9450945
9,1197,907,641,545,316,384795,937,410.6670224
9,419,163,0,0,0,0,0,0
9,1273,905,636,630,201,618288,664,931.1566265
9,910,681,533,378,167,408880,1049,389.7807436
9,1170,814,521,432,208,701008,522,1342.927203
9,1163,831,552,425,179,722512,914,790.4945295
9,1164,777,485,388,120,352089,502,701.37251
9,1332,980,681,613,233,314634,1097,286.8131267
9,551,202,0,0,0,0,0,0
9,1226,961,834,742,371,1149030,1615,711.4736842
9,1359,979,776,706,318,1059973,954,1111.082809
9,1288,933,718,503,251,819105,942,869.5382166
9,1399,1049,753,617,370,430628,1500,287.0853333
9,1161,893,736,552,243,755664,1017,743.0324484
9,1374,1012,793,777,420,477000,1152,414.0625
9,565,236,0,0,0,0,0,0
9,1534,1144,961,865,303,867675,1607,539.9346609
9,1535,1230,988,771,378,436076,998,436.9498998
9,1024,701,499,484,145,376145,899,418.403782
9,484,257,0,0,0,0,0,0
9,405,135,0,0,0,0,0,0
9,918,714,537,478,258,493776,776,636.3092784
9,549,207,0,0,0,0,0,0
9,1244,940,667,474,161,445672,947,470.6145723
9,1106,899,668,601,349,482083,977,493.4319345
9,934,683,462,337,105,561993,588,955.7704082
10,498,295,0,0,0,0,0,0
10,1077,765,507,421,139,394371,982,401.5997963
10,977,660,517,393,138,235564,666,353.6996997
10,989,640,531,489,249,202048,586,344.7918089
10,645,281,0,0,0,0,0,0
10,1227,923,776,753,256,466200,979,476.2002043
10,1123,758,617,611,202,666410,900,740.4555556
10,1026,759,615,504,177,644100,1150,560.0869565
10,1039,685,561,482,275,444483,739,601.4654939
10,1281,897,644,535,289,195987,654,299.6743119
10,945,731,480,346,111,346808,807,429.7496902
10,498,270,0,0,0,0,0,0
10,1164,766,582,471,236,273692,843,324.6642942
10,1115,847,560,510,219,212152,1102,192.5154265
10,1092,733,485,359,194,324638,878,369.7471526
10,983,707,509,417,179,282414,823,343.1518834
10,1047,773,528,438,131,259504,564,460.1134752
10,872,631,502,437,197,339948,771,440.9182879
10,548,249,0,0,0,0,0,0
10,1415,1064,779,631,233,549378,1201,457.4338052
10,1225,929,632,474,265,431748,697,619.4375897
10,1010,769,572,446,210,661640,980,675.1428571
10,1111,717,563,434,243,609637,1050,580.6066667
10,1041,711,596,590,254,421498,1053,400.2830009
10,959,701,463,375,191,427882,735,582.152381
10,603,262,0,0,0,0,0,0
10,1062,803,548,384,146,208978,978,213.6789366
10,1162,774,551,435,135,459160,1026,447.5243665
10,1010,620,469,385,150,463310,745,621.8926174
10,934,724,588,570,183,555984,689,806.9433962
10,1128,789,623,442,257,325192,683,476.1229868
10,985,702,455,400,140,396317,677,585.4017725
10,502,102,0,0,0,0,0,0
10,1156,944,830,598,257,945864,1446,654.1244813
10,1102,788,658,520,156,304137,887,342.8827508
10,1196,875,590,496,238,455580,675,674.9333333
10,1195,795,603,428,133,362040,1205,300.4481328
10,1140,771,523,403,185,538890,994,542.1428571
10,987,654,547,388,124,475398,1045,454.9263158
10,378,142,0,0,0,0,0,0
10,1134,779,613,435,183,283731,723,392.4356846
10,1030,772,624,524,220,316948,1206,262.8092869
10,1085,806,578,514,278,486469,617,788.4424635
10,1176,778,550,534,293,246736,654,377.2721713
10,988,777,575,449,166,219648,989,222.091001
10,977,744,537,381,164,452891,931,486.4564984
10,557,260,0,0,0,0,0,0
10,1209,953,780,624,324,887458,1355,654.9505535
10,1184,787,656,584,298,735360,944,778.9830508
10,1067,854,600,480,158,489368,920,531.9217391
10,1095,709,590,437,192,364320,855,426.1052632
10,1140,836,635,597,328,253264,970,261.0969072
10,914,643,455,369,111,123870,635,195.0708661
10,463,112,0,0,0,0,0,0
10,1244,918,629,440,211,638280,706,904.0793201
10,1184,820,582,553,216,483360,857,564.0140023
10,959,720,560,510,204,259433,684,379.2880117
10,942,706,537,483,203,558441,933,598.5434084
10,1131,752,614,583,292,686520,654,1049.724771
10,1017,673,567,493,187,324570,1053,308.2336182
10,484,243,0,0,0,0,0,0
10,1459,1091,795,723,427,488943,1059,461.7025496
10,1261,944,675,608,365,240000,823,291.6160389
10,1057,848,654,543,168,639325,857,746.0035006
10,1156,853,635,527,258,612900,1170,523.8461538
10,975,751,614,467,247,657496,1225,536.7314286
10,980,759,510,459,225,456864,543,841.3701657
10,494,197,0,0,0,0,0,0
10,1147,846,640,538,323,417000,877,475.4846066
10,988,718,563,422,177,403686,672,600.7232143
10,1093,747,573,464,162,454119,853,532.3786635
10,1139,813,557,546,235,243250,797,305.2070263
10,1081,854,603,488,249,253050,825,306.7272727
10,988,690,508,503,256,205380,937,219.1889007
10,516,255,0,0,0,0,0,0
10,1325,961,685,596,209,257907,1263,204.2019002
10,1145,910,630,542,287,382206,1192,320.6426174
10,1132,852,631,498,204,264690,804,329.2164179
10,1059,666,547,405,134,516432,841,614.0689655
10,989,750,570,530,239,343060,1106,310.1808318
10,1025,675,484,344,134,234750,520,451.4423077
10,472,249,0,0,0,0,0,0
10,1072,799,618,612,361,342090,983,348.0061038
10,1007,791,550,440,194,311974,779,400.4801027
10,1105,734,509,478,239,229632,527,435.7343454
10,1084,694,544,533,197,442888,676,655.1597633
10,1011,719,543,510,163,518210,576,899.6701389
10,919,659,471,358,107,310208,485,639.6041237
10,312,102,0,0,0,0,0,0
10,1171,938,794,572,252,472528,1441,327.9167245
10,997,795,650,572,240,401736,869,462.296893
10,1248,952,653,477,267,225715,1267,178.1491713
10,1065,755,603,585,298,513126,1153,445.0355594
10,1101,775,614,583,268,593200,1040,570.3846154
10,935,708,512,451,167,506468,744,680.7365591
10,365,150,0,0,0,0,0,0
10,1072,714,544,539,242,487628,880,554.1227273
10,845,625,490,372,115,153850,668,230.3143713
10,1084,713,464,348,160,419352,693,605.1255411
10,889,621,489,411,148,137520,892,154.1704036
10,1090,799,519,405,219,516896,754,685.5384615
10,930,629,477,367,132,444920,865,514.3583815
10,534,194,0,0,0,0,0,0
10,1042,799,622,616,246,436492,900,484.9911111
10,1158,796,603,434,221,614787,874,703.4176201
10,997,742,603,440,242,585416,639,916.143975
10,1298,941,689,613,350,512500,1276,401.645768
10,518,214,0,0,0,0,0,0
10,1101,899,700,539,167,346472,1365,253.825641
10,431,152,0,0,0,0,0,0
10,548,172,0,0,0,0,0,0
10,1193,906,657,539,269,191008,1163,164.2373173
10,922,651,544,500,300,245024,655,374.0824427
10,887,682,576,576,340,398904,587,679.5638842
10,1036,800,577,439,140,197440,694,284.4956772
10,978,636,513,405,215,321868,800,402.335
10,429,113,0,0,0,0,0,0
10,1292,1000,759,660,383,292670,1480,197.75
10,1222,939,691,594,351,802200,702,1142.735043
10,1254,1030,730,533,314,672576,1273,528.3393559
10,540,240,0,0,0,0,0,0
10,1258,983,826,719,280,838935,1343,624.6723753
10,1230,835,560,532,186,532064,653,814.7993874
10,575,245,0,0,0,0,0,0
10,1269,884,770,662,351,385700,899,429.0322581
10,1080,786,662,497,228,560634,669,838.0179372
10,1134,782,637,471,212,745524,991,752.2946519
10,1057,796,617,543,223,364182,716,508.6340782
10,1003,794,664,657,335,746358,803,929.4620174
10,982,742,508,386,174,226968,822,276.1167883
10,556,177,0,0,0,0,0,0
10,1017,727,511,419,176,365532,717,509.8075314
10,1229,844,597,597,328,547100,838,652.8639618
10,1099,812,566,396,147,410164,891,460.3411897
10,1216,819,552,524,210,491085,792,620.0568182
10,990,769,561,482,179,226035,817,276.6646267
10,849,637,500,430,215,488448,629,776.5468998
10,660,298,0,0,0,0,0,0
10,1336,983,727,582,279,480680,1212,396.6006601
10,1329,963,668,534,198,628045,1052,597.0009506
10,1044,798,606,594,178,560952,955,587.3842932
10,1056,722,563,411,201,223368,915,244.1180328
10,1064,738,570,467,164,400520,976,410.3688525
10,999,621,516,449,220,216462,950,227.8547368
10,466,224,0,0,0,0,0,0
10,1259,893,665,525,242,191332,1289,148.4344453
10,1076,854,563,450,221,615148,717,857.9470014
10,1151,860,587,534,219,256270,782,327.7109974
10,412,133,0,0,0,0,0,0
10,1262,941,642,494,282,529920,949,558.398314
10,1051,702,538,409,143,356574,768,464.2890625
10,447,122,0,0,0,0,0,0
10,1343,995,812,593,184,976366,1159,842.4210526
10,1081,865,629,484,242,519280,1238,419.450727
10,1005,774,614,565,186,518886,1172,442.7354949
10,1044,813,662,602,217,798609,1249,639.398719
10,1143,814,714,578,347,766677,717,1069.284519
10,1085,825,543,462,245,280206,768,364.8515625
10,453,174,0,0,0,0,0,0
10,496,200,0,0,0,0,0,0
10,1087,823,612,502,296,316910,995,318.5025126
10,1068,812,575,523,178,227172,582,390.3298969
10,1109,717,593,516,273,367744,898,409.5144766
10,1173,836,568,471,207,237209,1001,236.972028
10,960,654,537,467,220,347596,758,458.5699208
10,600,214,0,0,0,0,0,0
10,1175,889,677,508,259,783840,1252,626.0702875
10,1179,941,658,513,226,310500,889,349.2688414
10,1198,879,608,553,166,565801,969,583.9019608
10,1144,777,561,482,207,257748,911,282.9286498
10,1039,769,605,502,201,407232,788,516.7918782
10,795,567,460,377,170,201254,523,384.8068834
10,571,297,0,0,0,0,0,0
10,1152,897,598,437,148,193222,697,277.2195122
10,1046,757,589,565,221,348288,628,554.5987261
10,1086,812,540,491,152,250796,702,357.2592593
10,874,648,533,533,240,444768,1032,430.9767442
10,982,656,552,447,241,217422,717,303.2384937
10,893,658,478,402,189,543508,744,730.5215054
10,518,271,0,0,0,0,0,0
10,1221,982,722,621,348,624267,1246,501.0168539
10,1218,898,618,606,339,674928,870,775.7793103
10,1204,826,614,516,186,267795,909,294.6039604
10,1179,887,627,596,250,248028,1219,203.4684167
